139488515187102069,3,5690.85,true,false,19-08-2018,1080367633112369448
3445906118195885239,5,11500.5,true,false,19-08-2018,1080367633112369448
801898920213839974,5,20100.5,true,true,19-08-2018,1080367633112369448
4232464300064519693,2,8000.4,false,false,19-08-2018,1080367633112369448
4663808164827654868,2,12000.0,true,false,19-08-2018,1080367633112369448
6413287594736228349,3,11000.65,false,false,19-08-2018,1080367633112369448
7055256594826861444,1,105.3,false,false,19-08-2018,3611987913137422606
2376830932891525090,2,170.4,false,false,19-08-2018,3611987913137422606
4048071522512713846,2,255.66,true,true,19-08-2018,3611987913137422606
4387488998886703821,5,510.0,true,true,19-08-2018,3611987913137422606
8001151298584649738,2,349.3,true,true,19-08-2018,7311701334048307041
1976695022122086298,1,67.0,false,false,19-08-2018,7311701335048307043
4351136565835434308,1,69.0,false,false,19-08-2018,7311701335048307043
5786490200969766734,1,78.0,false,false,19-08-2018,7311701335048307043
2925994912899661095,2,105.0,false,false,19-08-2018,7311701335048307043
5816587672087041438,2,107.0,false,false,19-08-2018,7311701335048307043
749772233679409584,2,500.0,true,true,19-08-2018,7311701335048307041
4414204583914497823,3,1800.0,true,false,19-08-2018,7311701335048307041
681763630941002364,4,2600.0,true,false,19-08-2018,7311701335048307041
5745208378324871199,2,205.0,false,true,18-08-2018,3611987913137422606
4587729999860716510,1,249.0,true,true,18-08-2018,7311701334048307041
4019691518359030078,4,2700.0,true,false,17-08-2018,7311701335048307041
7900478796213393240,2,108.0,false,false,20-08-2018,7311701335048307043
3201582420765565035,4,700.67,true,true,20-08-2018,7311701334048307041
2574534873704133041,2,121.0,false,false,20-08-2018,7311701335048307043
4277792471638039861,4,420.0,false,true,23-08-2018,3611987913137422606
4253383065317535544,2,700.0,true,true,21-08-2018,1376800431651742536
1053673820419975080,6,5800.0,true,false,02-09-2018,7311701335048307041
7844817112075325089,2,300.12,true,true,02-09-2018,7311701334048307041
